"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-InactiveFlag-model","","","",0,*,"","","","","","Indicates if the member is inactive in the context of the group.","","","","","","","","","",,,,,"",,,,"shr-core-InactiveFlag-model",0,*,"",""
"shr-core-InactiveFlag-model.value","","","",1,1,"","","","boolean {[]} {[]}
","Boolean representing indicates if the member is inactive in the context of the group.","Boolean representing indicates if the member is inactive in the context of the group.","","","","","","","","","",,,,,"",,,,"shr-core-InactiveFlag-model.value",1,1,"",""
