"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-DisplayText-model","","","",0,*,"","","","","","A string meant for reading by a person, for example, accompanying a code.","","","","","","","","","",,,,,"",,,,"shr-core-DisplayText-model",0,*,"",""
"shr-core-DisplayText-model.value","","","",1,1,"","","","string {[]} {[]}
","String representing a string meant for reading by a person, for example, accompanying a code.","String representing a string meant for reading by a person, for example, accompanying a code.","","","","","","","","","",,,,,"",,,,"shr-core-DisplayText-model.value",1,1,"",""
