"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-Longitude-model","","","",0,*,"","","","","","An imaginary great circle on the surface of a heavenly body passing through the poles at right angles to the equator. Measured with with WGS84 datum.","","","","","","","","","",,,,,"",,,,"shr-core-Longitude-model",0,*,"",""
"shr-core-Longitude-model.value","","","",1,1,"","","","decimal {[]} {[]}
","Decimal representing an imaginary great circle on the surface of a heavenly body passing through the poles at right angles to the equator. Measured with with WGS84 datum.","Decimal representing an imaginary great circle on the surface of a heavenly body passing through the poles at right angles to the equator. Measured with with WGS84 datum.","","","","","","","","","",,,,,"",,,,"shr-core-Longitude-model.value",1,1,"",""
