"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-StatementDateTime-model","","","",0,*,"","","","","","The point in time when the statement was created.","","","","","","","","","",,,,,"",,,,"shr-core-StatementDateTime-model",0,*,"",""
"shr-core-StatementDateTime-model.value","","","",1,1,"","","","dateTime {[]} {[]}
","DateTime representing the point in time when the statement was created.","DateTime representing the point in time when the statement was created.","","","","","","","","","",,,,,"",,,,"shr-core-StatementDateTime-model.value",1,1,"",""
