"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-Url-model","","","",0,*,"","","","","","A unique URL on which the device may be contacted directly.","","","","","","","","","",,,,,"",,,,"shr-core-Url-model",0,*,"",""
"shr-core-Url-model.value","","","",1,1,"","","","uri {[]} {[]}
","Uri representing a unique URL on which the device may be contacted directly.","Uri representing a unique URL on which the device may be contacted directly.","","","","","","","","","",,,,,"",,,,"shr-core-Url-model.value",1,1,"",""
