"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-SerialNumber-model","","","",0,*,"","","","","","Serial number assigned by the manufacturer.","","","","","","","","","",,,,,"",,,,"shr-core-SerialNumber-model",0,*,"",""
"shr-core-SerialNumber-model.value","","","",1,1,"","","","string {[]} {[]}
","String representing serial number assigned by the manufacturer.","String representing serial number assigned by the manufacturer.","","","","","","","","","",,,,,"",,,,"shr-core-SerialNumber-model.value",1,1,"",""
