"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-ManufacturerName-model","","","",0,*,"","","","","","The name of the company who produced the item.","","","","","","","","","",,,,,"",,,,"shr-core-ManufacturerName-model",0,*,"",""
"shr-core-ManufacturerName-model.value","","","",1,1,"","","","string {[]} {[]}
","String representing the name of the company who produced the item.","String representing the name of the company who produced the item.","","","","","","","","","",,,,,"",,,,"shr-core-ManufacturerName-model.value",1,1,"",""
