"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-ResourceLocation-model","","","",0,*,"","","","","","URL where data can be found.","","","","","","","","","",,,,,"",,,,"shr-core-ResourceLocation-model",0,*,"",""
"shr-core-ResourceLocation-model.value","","","",1,1,"","","","uri {[]} {[]}
","Url representing uRL where data can be found.","Url representing uRL where data can be found.","","","","","","","","","",,,,,"",,,,"shr-core-ResourceLocation-model.value",1,1,"",""
