"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-MaxTextLength-model","","","",0,*,"","","","","","The maximum number of characters that are permitted in a text field.","","","","","","","","","",,,,,"",,,,"shr-core-MaxTextLength-model",0,*,"",""
"shr-core-MaxTextLength-model.value","","","",1,1,"","","","integer {[]} {[]}
","Integer representing the maximum number of characters that are permitted in a text field.","Integer representing the maximum number of characters that are permitted in a text field.","","","","","","","","","",,,,,"",,,,"shr-core-MaxTextLength-model.value",1,1,"",""
