"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-ModelNumber-model","","","",0,*,"","","","","","The model number of the device, assigned by the manufacturer or vendor.","","","","","","","","","",,,,,"",,,,"shr-core-ModelNumber-model",0,*,"",""
"shr-core-ModelNumber-model.value","","","",1,1,"","","","string {[]} {[]}
","String representing the model number of the device, assigned by the manufacturer or vendor.","String representing the model number of the device, assigned by the manufacturer or vendor.","","","","","","","","","",,,,,"",,,,"shr-core-ModelNumber-model.value",1,1,"",""
