"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-PixelWidth-model","","","",0,*,"","","","","","Width of the image in pixels (photo/video)","","","","","","","","","",,,,,"",,,,"shr-core-PixelWidth-model",0,*,"",""
"shr-core-PixelWidth-model.value","","","",1,1,"","","","positiveInt {[]} {[]}
","PositiveInt representing width of the image in pixels (photo/video)","PositiveInt representing width of the image in pixels (photo/video)","","","","","","","","","",,,,,"",,,,"shr-core-PixelWidth-model.value",1,1,"",""
