"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-Property-model","","","",0,*,"","","","","","A code that identifies a property or a filter defined in the code system.","","","","","","","","","",,,,,"",,,,"shr-core-Property-model",0,*,"",""
"shr-core-Property-model.value","","","",1,1,"","","","Coding {[]} {[]}
","Code representing a code that identifies a property or a filter defined in the code system.","Code representing a code that identifies a property or a filter defined in the code system.","","","","","","","","","",,,,,"",,,,"shr-core-Property-model.value",1,1,"",""
