"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-CorrectionFactor-model","","","",0,*,"","","","","","A correction factor that is applied to the sampled data points before they are added to the origin.","","","","","","","","","",,,,,"",,,,"shr-core-CorrectionFactor-model",0,*,"",""
"shr-core-CorrectionFactor-model.value","","","",1,1,"","","","decimal {[]} {[]}
","Decimal representing a correction factor that is applied to the sampled data points before they are added to the origin.","Decimal representing a correction factor that is applied to the sampled data points before they are added to the origin.","","","","","","","","","",,,,,"",,,,"shr-core-CorrectionFactor-model.value",1,1,"",""
