"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-ParameterValue-model","","","",0,*,"","","","","","The value of the parameter.","","","","","","","","","",,,,,"",,,,"shr-core-ParameterValue-model",0,*,"",""
"shr-core-ParameterValue-model.value[x]","","","",1,1,"","","","string {[]} {[]}
boolean {[]} {[]}integer {[]} {[]}decimal {[]} {[]}uri {[]} {[]}code {[]} {[]}dateTime {[]} {[]}","Choice of types representing the value of the parameter.","Choice of types representing the value of the parameter.","","","","","","","","","",,,,,"",,,,"shr-core-ParameterValue-model.value[x]",1,1,"",""
