"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-BrandName-model","","","",0,*,"","","","","","The marketing name for a brand name product","","","","","","","","","",,,,,"",,,,"shr-core-BrandName-model",0,*,"",""
"shr-core-BrandName-model.value","","","",1,1,"","","","string {[]} {[]}
","String representing the marketing name for a brand name product","String representing the marketing name for a brand name product","","","","","","","","","",,,,,"",,,,"shr-core-BrandName-model.value",1,1,"",""
