"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-TelecomNumberOrAddress-model","","","",0,*,"","","","","","A user name or other identifier on a telecommunication network, such as a telephone number (including country code and extension, if necessary), email address, or SkypeID.","","","","","","","","","",,,,,"",,,,"shr-core-TelecomNumberOrAddress-model",0,*,"",""
"shr-core-TelecomNumberOrAddress-model.value","","","",1,1,"","","","string {[]} {[]}
","String representing a user name or other identifier on a telecommunication network, such as a telephone number (including country code and extension, if necessary), email address, or SkypeID.","String representing a user name or other identifier on a telecommunication network, such as a telephone number (including country code and extension, if necessary), email address, or SkypeID.","","","","","","","","","",,,,,"",,,,"shr-core-TelecomNumberOrAddress-model.value",1,1,"",""
