"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-Frames-model","","","",0,*,"","","","","","Number of frames if > 1 (photo)","","","","","","","","","",,,,,"",,,,"shr-core-Frames-model",0,*,"",""
"shr-core-Frames-model.value","","","",1,1,"","","","positiveInt {[]} {[]}
","PositiveInt representing number of frames if > 1 (photo)","PositiveInt representing number of frames if > 1 (photo)","","","","","","","","","",,,,,"",,,,"shr-core-Frames-model.value",1,1,"",""
