"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-Citation-model","","","",0,*,"","","","","","A bibliographic citation for the related artifact. This text SHOULD be formatted according to an accepted citation format.","","","","","","","","","",,,,,"",,,,"shr-core-Citation-model",0,*,"",""
"shr-core-Citation-model.value","","","",1,1,"","","","markdown {[]} {[]}
","Markdown representing a bibliographic citation for the related artifact. This text SHOULD be formatted according to an accepted citation format.","Markdown representing a bibliographic citation for the related artifact. This text SHOULD be formatted according to an accepted citation format.","","","","","","","","","",,,,,"",,,,"shr-core-Citation-model.value",1,1,"",""
