"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-Text-model","","","",0,*,"","","","","","A simple string.","","","","","","","","","",,,,,"",,,,"shr-core-Text-model",0,*,"",""
"shr-core-Text-model.value","","","",1,1,"","","","string {[]} {[]}
","String representing a simple string.","String representing a simple string.","","","","","","","","","",,,,,"",,,,"shr-core-Text-model.value",1,1,"",""
