"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-ResourceSize-model","","","",0,*,"","","","","","Number of bytes of content in the resource (if url provided)","","","","","","","","","",,,,,"",,,,"shr-core-ResourceSize-model",0,*,"",""
"shr-core-ResourceSize-model.value","","","",1,1,"","","","unsignedInt {[]} {[]}
","UnsignedInt representing number of bytes of content in the resource (if url provided)","UnsignedInt representing number of bytes of content in the resource (if url provided)","","","","","","","","","",,,,,"",,,,"shr-core-ResourceSize-model.value",1,1,"",""
