"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-MillisecondsBetweenSamples-model","","","",0,*,"","","","","","The length of time between sampling times, measured in milliseconds.","","","","","","","","","",,,,,"",,,,"shr-core-MillisecondsBetweenSamples-model",0,*,"",""
"shr-core-MillisecondsBetweenSamples-model.value","","","",1,1,"","","","decimal {[]} {[]}
","Decimal representing the length of time between sampling times, measured in milliseconds.","Decimal representing the length of time between sampling times, measured in milliseconds.","","","","","","","","","",,,,,"",,,,"shr-core-MillisecondsBetweenSamples-model.value",1,1,"",""
