"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-ClockFaceDirection-model","","","",0,*,"","","","","","A direction indicated by an angle relative to 12 o'clock.","","","","","","","","","",,,,,"",,,,"shr-core-ClockFaceDirection-model",0,*,"",""
"shr-core-ClockFaceDirection-model.value","","","",1,1,"","","","Coding {[]} {[]}
","Code representing a direction indicated by an angle relative to 12 o'clock.","Code representing a direction indicated by an angle relative to 12 o'clock.","","","","","","","","","",,"required","","http://hl7.org/fhir/us/odh/ValueSet/shr-core-ClockFaceDirectionVS","",,,,"shr-core-ClockFaceDirection-model.value",1,1,"",""
