"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-DoNotPerform-model","","","",0,*,"","","","","","A flag, when set to true, indicates that the service/procedure should NOT be performed.","","","","","","","","","",,,,,"",,,,"shr-core-DoNotPerform-model",0,*,"",""
"shr-core-DoNotPerform-model.value","","","",1,1,"","","","boolean {[]} {[]}
","Boolean representing a flag, when set to true, indicates that the service/procedure should NOT be performed.","Boolean representing a flag, when set to true, indicates that the service/procedure should NOT be performed.","","","","","","","","","",,,,,"",,,,"shr-core-DoNotPerform-model.value",1,1,"",""
