"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-LabelText-model","","","",0,*,"","","","","","A short label that can be used to reference the citation from elsewhere in the containing artifact, such as a footnote index.","","","","","","","","","",,,,,"",,,,"shr-core-LabelText-model",0,*,"",""
"shr-core-LabelText-model.value","","","",1,1,"","","","string {[]} {[]}
","String representing a short label that can be used to reference the citation from elsewhere in the containing artifact, such as a footnote index.","String representing a short label that can be used to reference the citation from elsewhere in the containing artifact, such as a footnote index.","","","","","","","","","",,,,,"",,,,"shr-core-LabelText-model.value",1,1,"",""
