"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-DescriptionMarkdown-model","","","",0,*,"","","","","","A description of the purpose of the item.","","","","","","","","","",,,,,"",,,,"shr-core-DescriptionMarkdown-model",0,*,"",""
"shr-core-DescriptionMarkdown-model.value","","","",1,1,"","","","markdown {[]} {[]}
","Markdown representing a description of the purpose of the item.","Markdown representing a description of the purpose of the item.","","","","","","","","","",,,,,"",,,,"shr-core-DescriptionMarkdown-model.value",1,1,"",""
