"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-NumberOfSecondsDuration-model","","","",0,*,"","","","","","Length in seconds (rounded to nearest whole second)","","","","","","","","","",,,,,"",,,,"shr-core-NumberOfSecondsDuration-model",0,*,"",""
"shr-core-NumberOfSecondsDuration-model.value","","","",1,1,"","","","unsignedInt {[]} {[]}
","UnsignedInt representing length in seconds (rounded to nearest whole second)","UnsignedInt representing length in seconds (rounded to nearest whole second)","","","","","","","","","",,,,,"",,,,"shr-core-NumberOfSecondsDuration-model.value",1,1,"",""
